Entity,Code,Year,net_traded_deforestation
Romania,ROU,2005,5864.771515867288
Romania,ROU,2006,8030.101299564429
Romania,ROU,2007,2823.99081983484
Romania,ROU,2008,2975.8665675093075
Romania,ROU,2009,2937.429052139809
Romania,ROU,2010,2757.092807509313
Romania,ROU,2011,2893.0275004912883
Romania,ROU,2012,2873.4450295665442
Romania,ROU,2013,2909.674530287548
Russia,RUS,2005,97383.82675177777
Russia,RUS,2006,95360.07720625716
Russia,RUS,2007,116063.99100206063
Russia,RUS,2008,115364.81464070913
Russia,RUS,2009,87873.89516093403
Russia,RUS,2010,78568.29697270789
Russia,RUS,2011,67437.70583557265
Russia,RUS,2012,76372.97601748325
Russia,RUS,2013,72298.53333603268
Rwanda,RWA,2005,176.81910651788598
Rwanda,RWA,2006,305.14341012388127
Rwanda,RWA,2007,423.7630109283691
Rwanda,RWA,2008,441.185970022372
Rwanda,RWA,2009,1070.1230810113054
Rwanda,RWA,2010,916.8813234614358
Rwanda,RWA,2011,1033.7246100520786
Rwanda,RWA,2012,1005.5847232793769
Rwanda,RWA,2013,514.2048020749105
Saint Lucia,LCA,2005,76.03458322110586
Saint Lucia,LCA,2006,54.166571395915156
Saint Lucia,LCA,2007,31.341034317713998
Saint Lucia,LCA,2008,21.289901488510942
Saint Lucia,LCA,2009,28.163859868921822
Saint Lucia,LCA,2010,34.361159583536335
Saint Lucia,LCA,2011,21.440003309837294
Saint Lucia,LCA,2012,29.490578450202648
Saint Lucia,LCA,2013,26.722255411629003
Saint Vincent and the Grenadines,VCT,2005,0.907584123815621
Saint Vincent and the Grenadines,VCT,2006,2.8570137259469113
Saint Vincent and the Grenadines,VCT,2007,2.7050457659005818
Saint Vincent and the Grenadines,VCT,2008,7.6512385731400645
Saint Vincent and the Grenadines,VCT,2009,2.66802575574561
Saint Vincent and the Grenadines,VCT,2010,5.317850337715159
Saint Vincent and the Grenadines,VCT,2011,0.9841174460796869
Saint Vincent and the Grenadines,VCT,2012,0.822893512682775
Saint Vincent and the Grenadines,VCT,2013,0.7390188648998898
Samoa,WSM,2005,31.15932347836361
Samoa,WSM,2006,44.46708115081008
Samoa,WSM,2007,55.501766170018
Samoa,WSM,2008,66.01252079451947
Samoa,WSM,2009,64.35313347070249
Samoa,WSM,2010,68.98973004540834
Samoa,WSM,2011,48.97216627558592
Samoa,WSM,2012,134.0550621947686
Samoa,WSM,2013,82.22559313062003
Sao Tome and Principe,STP,2005,0.0624794914820983
Sao Tome and Principe,STP,2006,0.25545638582088
Sao Tome and Principe,STP,2007,0.39038027412325993
Sao Tome and Principe,STP,2008,2.82835816880784
Sao Tome and Principe,STP,2009,0.26112144529785003
Sao Tome and Principe,STP,2010,0.3042035239696799
Sao Tome and Principe,STP,2011,0.29676184768732
Sao Tome and Principe,STP,2012,0.42681927309582307
Sao Tome and Principe,STP,2013,0.48154830567551804
Saudi Arabia,SAU,2005,15754.187671831174
Saudi Arabia,SAU,2006,17243.53194674547
Saudi Arabia,SAU,2007,16386.579669160827
Saudi Arabia,SAU,2008,14349.520722371171
Saudi Arabia,SAU,2009,16793.645014751222
Saudi Arabia,SAU,2010,17973.12028605069
Saudi Arabia,SAU,2011,20077.278729711263
Saudi Arabia,SAU,2012,28389.527422581887
Saudi Arabia,SAU,2013,24167.08305661236
Senegal,SEN,2005,2254.264489961218
Senegal,SEN,2006,2191.1241730376655
Senegal,SEN,2007,1989.6301544522146
Senegal,SEN,2008,2046.098910699028
Senegal,SEN,2009,2094.9849286618432
Senegal,SEN,2010,1711.9619164526816
Senegal,SEN,2011,1712.936427378807
Senegal,SEN,2012,1993.0285259137077
Senegal,SEN,2013,1228.4202438469313
Serbia,SRB,2006,1272.7979746681526
Serbia,SRB,2007,612.9686267899725
Serbia,SRB,2008,647.755813502612
Serbia,SRB,2009,637.3385222326608
Serbia,SRB,2010,550.2938760792364
Serbia,SRB,2011,560.6263213217773
Serbia,SRB,2012,757.2033699628038
Serbia,SRB,2013,844.1549307887664
Seychelles,SYC,2005,43.27100701397254
Seychelles,SYC,2006,72.16551869984474
Seychelles,SYC,2007,210.29806723926063
Seychelles,SYC,2008,108.21181117139929
Seychelles,SYC,2009,83.910254446642
Seychelles,SYC,2010,65.0767821396496
Seychelles,SYC,2011,65.78694195480448
Seychelles,SYC,2012,39.51036899137391
Seychelles,SYC,2013,62.13320352276356
Sierra Leone,SLE,2005,69.01461922401177
Sierra Leone,SLE,2006,94.27444256240142
Sierra Leone,SLE,2007,45.24410781908546
Sierra Leone,SLE,2008,46.94843820495953
Sierra Leone,SLE,2009,-203.81327583775055
Sierra Leone,SLE,2010,-150.21835966348408
Sierra Leone,SLE,2011,-234.12741881073453
Sierra Leone,SLE,2012,-211.0670308163808
Sierra Leone,SLE,2013,10.621650348792173
Singapore,SGP,2005,5581.153781832036
Singapore,SGP,2006,6103.890654562259
Singapore,SGP,2007,5365.824190670586
Singapore,SGP,2008,5185.671380147587
Singapore,SGP,2009,5650.090042569794
Singapore,SGP,2010,5771.761192039866
Singapore,SGP,2011,13062.442691419055
Singapore,SGP,2012,17529.597065873826
Singapore,SGP,2013,11014.489397786492
Slovakia,SVK,2005,2291.17811960605
Slovakia,SVK,2006,1351.4797889877261
Slovakia,SVK,2007,1984.6941956718383
Slovakia,SVK,2008,1528.4696365991597
Slovakia,SVK,2009,1421.8262336885941
Slovakia,SVK,2010,1702.1320784112897
Slovakia,SVK,2011,1197.9988528765632
Slovakia,SVK,2012,2558.400829977143
Slovakia,SVK,2013,2321.7826461544387
Slovenia,SVN,2005,1437.0588185702497
Slovenia,SVN,2006,2667.6966904522674
Slovenia,SVN,2007,1878.4843639412907
Slovenia,SVN,2008,1907.497467180308
Slovenia,SVN,2009,2119.631737643546
Slovenia,SVN,2010,1774.6737359630658
Slovenia,SVN,2011,1974.6957093663495
Slovenia,SVN,2012,2369.077774936288
Slovenia,SVN,2013,1254.4844847660727
Solomon Islands,SLB,2005,0.714697337117022
Solomon Islands,SLB,2006,0.42600320660263014
Solomon Islands,SLB,2007,1.1668573835501899
Solomon Islands,SLB,2008,0.5566629162432202
Solomon Islands,SLB,2009,0.8551389073082502
Solomon Islands,SLB,2010,0
Solomon Islands,SLB,2011,0.057084507110950006
Solomon Islands,SLB,2012,0
Solomon Islands,SLB,2013,0
Somalia,SOM,2005,524.3616882051858
Somalia,SOM,2006,266.46791783785824
Somalia,SOM,2007,272.5448881937424
Somalia,SOM,2008,461.236007482752
Somalia,SOM,2009,552.923850946014
Somalia,SOM,2010,517.8057531022719
Somalia,SOM,2011,287.75872204890476
Somalia,SOM,2012,300.0654519604569
Somalia,SOM,2013,499.9572643562258
South Africa,ZAF,2005,11816.606809694524
South Africa,ZAF,2006,13714.51590914742
South Africa,ZAF,2007,20053.444349531608
South Africa,ZAF,2008,11827.530615306736
South Africa,ZAF,2009,14481.15930969701
South Africa,ZAF,2010,14567.317472231967
South Africa,ZAF,2011,15192.243734089057
South Africa,ZAF,2012,17497.363980331633
South Africa,ZAF,2013,12726.35736225501
South Korea,KOR,2005,25909.183367844875
South Korea,KOR,2006,24398.53753162641
South Korea,KOR,2007,23710.311410790764
South Korea,KOR,2008,20995.024385057175
South Korea,KOR,2009,23397.470675357832
South Korea,KOR,2010,26943.643560197484
South Korea,KOR,2011,29543.746339711557
South Korea,KOR,2012,37902.58039969637
South Korea,KOR,2013,40224.71328877312
Spain,ESP,2005,31181.35621153871
Spain,ESP,2006,29325.269606874997
Spain,ESP,2007,25154.728224095077
Spain,ESP,2008,19293.137214623275
Spain,ESP,2009,13997.926599940962
Spain,ESP,2010,12423.833337622935
Spain,ESP,2011,13826.485599620442
Spain,ESP,2012,19618.51724604096
Spain,ESP,2013,20001.460884589855
Sri Lanka,LKA,2005,1984.2553035944425
Sri Lanka,LKA,2006,6608.225289575294
Sri Lanka,LKA,2007,3978.9122764717495
Sri Lanka,LKA,2008,1267.2611700076031
Sri Lanka,LKA,2009,972.91987617413
Sri Lanka,LKA,2010,1124.5024286834541
Sri Lanka,LKA,2011,1534.5662454753765
Sri Lanka,LKA,2012,848.161590843758
Sri Lanka,LKA,2013,1244.1049917341788
Sudan,SDN,2005,815.4210894311841
Sudan,SDN,2006,1058.1189628258653
Sudan,SDN,2007,1533.014398861234
Sudan,SDN,2008,1086.2299154118718
Sudan,SDN,2009,1526.4914399047586
Sudan,SDN,2010,1913.3867047466151
Sudan,SDN,2011,1430.3378917594048
Suriname,SUR,2005,115.9864803123081
Suriname,SUR,2006,123.02830852182177
Suriname,SUR,2007,47.07043250157494
Suriname,SUR,2008,-70.22890207839487
Suriname,SUR,2009,-141.75282094613135
Suriname,SUR,2010,-452.60769429243055
Suriname,SUR,2011,-346.1053788621289
Suriname,SUR,2012,-398.07968924148236
Suriname,SUR,2013,-360.2211658066997
Sweden,SWE,2005,5871.349949343651
Sweden,SWE,2006,5429.303315089049
Sweden,SWE,2007,5164.920931122998
Sweden,SWE,2008,4628.141014982086
Sweden,SWE,2009,4852.419807211831
Sweden,SWE,2010,4140.612411936698
Sweden,SWE,2011,4393.097604557913
Sweden,SWE,2012,4314.559855741674
Sweden,SWE,2013,3733.7887135173646
Switzerland,CHE,2005,3935.2771572960573
Switzerland,CHE,2006,4696.528989983445
Switzerland,CHE,2007,3417.249623294634
Switzerland,CHE,2008,4010.339334630877
Switzerland,CHE,2009,5320.452373303505
Switzerland,CHE,2010,3037.340933166646
Switzerland,CHE,2011,3605.7770671625312
Switzerland,CHE,2012,3376.092229372378
Switzerland,CHE,2013,4301.1327566387345
Syria,SYR,2005,3182.310894647096
Syria,SYR,2006,2102.1382009233607
Syria,SYR,2007,2432.5232348888735
Syria,SYR,2008,2395.1855355622984
Syria,SYR,2009,5467.586183955836
Syria,SYR,2010,3491.169578519997
Syria,SYR,2011,4103.2153033781115
Syria,SYR,2012,2095.932587183178
Syria,SYR,2013,1063.0851907525696
Taiwan,TWN,2005,7238.779334400553
Taiwan,TWN,2006,6473.341297997468
Taiwan,TWN,2007,3829.9312648375894
Taiwan,TWN,2008,4373.389054466928
Taiwan,TWN,2009,7306.086303692723
Taiwan,TWN,2010,8370.734106422378
Taiwan,TWN,2011,8243.74666056875
Taiwan,TWN,2012,12868.223758684017
Taiwan,TWN,2013,13042.675089979024
Tajikistan,TJK,2005,124.23564378870556
Tajikistan,TJK,2006,78.7997598427767
Tajikistan,TJK,2007,111.83489989558362
Tajikistan,TJK,2008,132.6428592425205
Tajikistan,TJK,2009,92.51576870417466
Tajikistan,TJK,2010,110.45092562937812
Tajikistan,TJK,2011,103.00424710244215
Tajikistan,TJK,2012,104.33288132203889
Tajikistan,TJK,2013,102.27871508947536
Tanzania,TZA,2005,-6028.048056935106
Tanzania,TZA,2006,-6078.42027772154
Tanzania,TZA,2007,-8824.963934231273
Tanzania,TZA,2008,-10674.700148376069
Tanzania,TZA,2009,-16597.681477244478
Tanzania,TZA,2010,-11577.839522293885
Tanzania,TZA,2011,-8665.351027299388
Tanzania,TZA,2012,-10319.703471996268
Tanzania,TZA,2013,-8775.253480564657
Thailand,THA,2005,4431.937768672011
Thailand,THA,2006,1180.0860515793756
Thailand,THA,2007,-13359.097116794073
Thailand,THA,2008,-11302.607681162626
Thailand,THA,2009,-16650.965575948314
Thailand,THA,2010,-27301.989984007872
Thailand,THA,2011,-38037.64866887033
Thailand,THA,2012,-35663.398360432766
Thailand,THA,2013,-44734.72953877921
Timor,TLS,2005,24.85617715447438
Timor,TLS,2006,-6.325990387299612
Timor,TLS,2007,14.92877291495472
Timor,TLS,2008,36.533500434741484
Timor,TLS,2009,129.54322724712696
Timor,TLS,2010,141.3677042684418
Timor,TLS,2011,217.50527257526352
Timor,TLS,2012,189.96233640371895
Timor,TLS,2013,216.45025948621821
Togo,TGO,2005,-316.0927417967323
Togo,TGO,2006,349.6614165297178
Togo,TGO,2007,-399.2993462163363
Togo,TGO,2008,-311.77741331132756
Togo,TGO,2009,-576.923817502538
Togo,TGO,2010,-899.3622051832663
Togo,TGO,2011,-711.9087896479828
Togo,TGO,2012,-500.17068630499443
Togo,TGO,2013,-449.20332515534574
Tonga,TON,2005,2.388688396540012
Tonga,TON,2006,2.860101434667684
Tonga,TON,2007,1.8953546888971409
Tonga,TON,2008,1.2592056230814126
Tonga,TON,2009,1.0437630495633496
Tonga,TON,2010,5.21685262240699
Tonga,TON,2011,3.275308062321403
Tonga,TON,2012,2.8186935981730907
Tonga,TON,2013,0.8715739449727978
Trinidad and Tobago,TTO,2005,776.9253754402399
Trinidad and Tobago,TTO,2006,639.5761535121921
Trinidad and Tobago,TTO,2007,573.9430170150613
Trinidad and Tobago,TTO,2008,469.5023570192185
Trinidad and Tobago,TTO,2009,599.4565832764703
Trinidad and Tobago,TTO,2010,501.8200949454748
Trinidad and Tobago,TTO,2011,512.5182566376809
Trinidad and Tobago,TTO,2012,610.7400749709066
Trinidad and Tobago,TTO,2013,506.7020177872707
Tunisia,TUN,2005,2267.916263870242
Tunisia,TUN,2006,2478.7017462244085
Tunisia,TUN,2007,3007.578764648196
Tunisia,TUN,2008,3687.1788398062754
Tunisia,TUN,2009,3213.5110491532246
Tunisia,TUN,2010,2429.209834570426
Tunisia,TUN,2011,3842.4729722119228
Tunisia,TUN,2012,6020.732909746264
Tunisia,TUN,2013,4351.528693220928
Turkey,TUR,2005,10123.806698002714
Turkey,TUR,2006,11515.3274479151
Turkey,TUR,2007,11151.627526967826
Turkey,TUR,2008,11854.771106619057
Turkey,TUR,2009,11528.105630939473
Turkey,TUR,2010,18491.874667149823
Turkey,TUR,2011,20900.618548420225
Turkey,TUR,2012,21311.34245451649
Turkey,TUR,2013,18569.64497025681
Turkmenistan,TKM,2005,123.56486098457067
Turkmenistan,TKM,2006,40.29654035953374
Turkmenistan,TKM,2007,49.49989321827364
Turkmenistan,TKM,2008,105.82312593538923
Turkmenistan,TKM,2009,144.3795525709786
Turkmenistan,TKM,2010,232.78745540146707
Turkmenistan,TKM,2011,123.68341909060663
Turkmenistan,TKM,2012,261.59943699307
Turkmenistan,TKM,2013,186.98935070295698
Uganda,UGA,2005,-670.355573334673
Uganda,UGA,2006,-1859.160499639689
Uganda,UGA,2007,-4766.781635791831
Uganda,UGA,2008,-4278.235179658001
Uganda,UGA,2009,-4425.983594798894
Uganda,UGA,2010,-3719.0140156956368
Uganda,UGA,2011,-3590.9191534701386
Uganda,UGA,2012,-1022.941017532452
Uganda,UGA,2013,-234.46788817693232
Ukraine,UKR,2005,6523.943621221465
Ukraine,UKR,2006,5838.888964068221
Ukraine,UKR,2007,7941.3869901852895
Ukraine,UKR,2008,6776.842920858077
Ukraine,UKR,2009,4572.923242175622
Ukraine,UKR,2010,2391.1817400360014
Ukraine,UKR,2011,3724.7814388024185
Ukraine,UKR,2012,3514.213798633061
Ukraine,UKR,2013,3794.281389552726
United Arab Emirates,ARE,2005,3914.8043679189464
United Arab Emirates,ARE,2006,7914.171746430024
United Arab Emirates,ARE,2007,6826.288924110867
United Arab Emirates,ARE,2008,8978.71982052529
United Arab Emirates,ARE,2009,8615.767845374568
United Arab Emirates,ARE,2010,4474.013172917669
United Arab Emirates,ARE,2011,11249.924788684431
United Arab Emirates,ARE,2012,14680.835581828433
United Arab Emirates,ARE,2013,13125.008500675278
United Kingdom,GBR,2005,50738.05667993748
United Kingdom,GBR,2006,48670.7622337891
United Kingdom,GBR,2007,43308.83609412721
United Kingdom,GBR,2008,38821.87091732765
United Kingdom,GBR,2009,41744.39412289103
United Kingdom,GBR,2010,33865.76612762504
United Kingdom,GBR,2011,30962.9092795461
United Kingdom,GBR,2012,32897.243465201645
United Kingdom,GBR,2013,26483.345786165046
United States,USA,2005,63726.35246904788
United States,USA,2006,65722.10780414847
United States,USA,2007,66465.76131288364
United States,USA,2008,66102.18821302033
United States,USA,2009,65954.19083403317
United States,USA,2010,63677.09744516806
United States,USA,2011,65309.106955418436
United States,USA,2012,60038.02658708079
United States,USA,2013,68427.87244270777
Uruguay,URY,2005,4227.919455930134
Uruguay,URY,2006,-409.470547636447
Uruguay,URY,2007,-6465.629634203428
Uruguay,URY,2008,-1874.6186149303248
Uruguay,URY,2009,-8641.977743055773
Uruguay,URY,2010,-9771.289652284933
Uruguay,URY,2011,-10118.298392004148
Uruguay,URY,2012,-9808.482102711814
Uruguay,URY,2013,-10691.894333059257
Uzbekistan,UZB,2005,236.14471867244276
Uzbekistan,UZB,2006,137.36903511035402
Uzbekistan,UZB,2007,139.2248715682936
Uzbekistan,UZB,2008,163.41135834747658
Uzbekistan,UZB,2009,161.72922877690158
Uzbekistan,UZB,2010,305.68126176955747
Uzbekistan,UZB,2011,229.4760487035544
Uzbekistan,UZB,2012,258.0908695078758
Uzbekistan,UZB,2013,315.64348792686764
Vanuatu,VUT,2005,3.71780305112702
Vanuatu,VUT,2006,3.9980955095613444
Vanuatu,VUT,2007,1.9133282836773413
Vanuatu,VUT,2008,1.529316988027333
Vanuatu,VUT,2009,2.55409718867519
Vanuatu,VUT,2010,1.8505115443122888
Vanuatu,VUT,2011,2.9530471120926096
Vanuatu,VUT,2012,1.8955477356459687
Vanuatu,VUT,2013,1.7636518050641465
Venezuela,VEN,2005,10335.258519756462
Venezuela,VEN,2006,17788.764441705098
Venezuela,VEN,2007,35270.06585076981
Venezuela,VEN,2008,51928.46428603101
Venezuela,VEN,2009,38207.56201594787
Venezuela,VEN,2010,15927.058061435891
Venezuela,VEN,2011,17837.74604469024
Venezuela,VEN,2012,25228.380902134835
Venezuela,VEN,2013,25363.370840538395
Vietnam,VNM,2005,-6602.570897540099
Vietnam,VNM,2006,-3017.6901667026686
Vietnam,VNM,2007,-3357.070327550682
Vietnam,VNM,2008,2049.0230268973537
Vietnam,VNM,2009,4424.768606873258
Vietnam,VNM,2010,-27944.630439758068
Vietnam,VNM,2011,-26524.713134528633
Vietnam,VNM,2012,-20864.409307375376
Vietnam,VNM,2013,-17090.304902430624
Yemen,YEM,2005,2341.8208756948493
Yemen,YEM,2006,2131.7235444430403
Yemen,YEM,2007,2778.6523589442277
Yemen,YEM,2008,1831.5327291182825
Yemen,YEM,2009,2512.6756615750783
Yemen,YEM,2010,2782.7410440143626
Yemen,YEM,2011,4432.145168552698
Yemen,YEM,2012,4519.655435456382
Yemen,YEM,2013,3257.7575881655775
Zambia,ZMB,2005,-9943.682962205785
Zambia,ZMB,2006,-12969.62096897413
Zambia,ZMB,2007,-9214.315524047546
Zambia,ZMB,2008,-5582.227616945289
Zambia,ZMB,2009,-4415.281078699554
Zambia,ZMB,2010,-12119.540377144585
Zambia,ZMB,2011,-19042.77805713752
Zambia,ZMB,2012,-26349.494887712914
Zambia,ZMB,2013,-22138.28729901171
Zimbabwe,ZWE,2005,1409.2671180791567
Zimbabwe,ZWE,2006,5054.018288454285
Zimbabwe,ZWE,2007,659.662926719695
Zimbabwe,ZWE,2008,890.2954552309675
Zimbabwe,ZWE,2009,-676.4667093988774
Zimbabwe,ZWE,2010,3324.3166679698606
Zimbabwe,ZWE,2011,6031.760749884497
Zimbabwe,ZWE,2012,7555.484737057175
Zimbabwe,ZWE,2013,2919.7910592864882
